City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,tulun,54.5611,100.5792,4.24,60,92,3.27,RU,1683839405
362,castillos,-34.1667,-53.8333,15.63,55,99,3.26,UY,1683839406
363,cacheu,12.2706,-16.1658,28.19,51,98,4.23,GW,1683839406
364,erenhot,43.6475,111.9767,13.0,51,100,7.47,CN,1683839406
365,zhob,31.3411,69.4481,23.56,31,37,0.88,PK,1683839406
366,port pirie,-33.1833,138.0167,14.78,63,99,0.79,AU,1683839407
367,thurso,58.5927,-3.5259,9.14,94,41,2.05,GB,1683839407
368,suva,-18.1416,178.4415,26.71,83,40,1.54,FJ,1683839407
369,lata,40.1629,-8.3327,15.45,84,0,1.93,PT,1683839407
370,kone,-21.0595,164.8658,23.1,71,100,2.37,NC,1683839407
371,kargasok,59.0556,80.8572,-0.35,76,10,4.73,RU,1683839408
372,pyt-yakh,60.7499,72.8582,-2.72,65,7,2.85,RU,1683839408
373,syriam,16.7722,96.2378,27.06,94,75,1.03,MM,1683839408
374,banff,51.1762,-115.5698,16.13,38,70,0.86,CA,1683839408
375,chulym,55.0997,80.9572,4.04,91,1,3.31,RU,1683839409
376,marka,1.7159,44.7717,26.68,88,62,6.96,SO,1683839409
377,vorkuta,67.5,64.0,-13.13,97,78,1.73,RU,1683839393
378,san luis de la loma,17.2706,-100.8939,30.9,57,94,3.88,MX,1683839409
379,dolbeau-mistassini,48.8763,-72.212,20.18,35,0,2.56,CA,1683839326
380,xiaoshi,41.2971,124.1209,13.37,54,100,2.15,CN,1683839410
381,villa hernandarias,-31.231,-59.985,15.14,49,55,2.91,AR,1683839415
382,khodoriv,49.4066,24.3136,6.98,82,19,4.34,UA,1683839415
383,sandur,15.1,76.55,26.82,70,100,4.69,IN,1683839415
384,sanandaj,35.3144,46.9923,16.54,40,95,0.94,IR,1683839416
385,cerro azul,21.2,-97.7333,34.45,50,0,5.23,MX,1683839416
386,selfoss,63.9331,-20.9971,8.91,92,100,8.85,IS,1683839416
387,extrema,-22.8547,-46.3183,15.44,89,3,1.12,BR,1683839234
388,harstad,68.799,16.5293,6.75,100,100,8.05,NO,1683839417
389,guiyang,26.5833,106.7167,14.11,88,100,1.96,CN,1683839417
390,tralee,52.2704,-9.7026,10.55,94,36,6.24,IE,1683839417
391,nikolayevsk-on-amure,53.1406,140.73,4.07,68,10,1.29,RU,1683839219
392,muli,2.9167,73.5667,28.43,79,100,8.43,MV,1683839417
393,utete,-7.986,38.758,21.82,97,19,1.43,TZ,1683839418
394,bharatpur,27.2167,77.4833,30.18,11,0,1.99,IN,1683839418
395,singarayakonda,15.25,80.0333,30.12,66,100,2.7,IN,1683839418
396,port macquarie,-31.4333,152.9167,10.5,90,7,1.88,AU,1683839418
397,high river,50.5834,-113.8687,20.65,39,21,4.4,CA,1683839418
398,lorengau,-2.0226,147.2712,27.36,81,94,2.58,PG,1683839419
399,kovalam,8.3667,76.9967,28.05,78,40,0.0,IN,1683839419
400,hammerfest,70.6634,23.6821,6.25,100,75,2.57,NO,1683839419
401,malango,-2.9627,119.9001,20.09,98,100,0.66,ID,1683839402
402,taro,-8.3862,115.28,23.0,97,87,1.8,ID,1683839421
403,alice springs,-23.7,133.8833,2.75,81,0,2.35,AU,1683839224
404,petropavlovsk-kamchatsky,53.0452,158.6483,1.33,87,75,1.0,RU,1683839421
405,washington,47.5001,-120.5015,23.97,30,8,2.02,US,1683839360
406,nagqu,31.5,92.0,-5.74,78,100,1.72,CN,1683839127
407,argostolion,38.1811,20.489,16.17,82,2,1.98,GR,1683839422
408,taroudant,30.4703,-8.877,17.69,74,0,1.19,MA,1683839422
409,bargaal,11.2864,51.0773,28.88,79,100,1.27,SO,1683839423
410,lebu,-37.6167,-73.65,14.56,89,98,3.69,CL,1683839423
411,nyurba,63.2842,118.3319,-0.4,68,3,2.06,RU,1683839423
412,puerto san jose,13.9256,-90.8244,31.85,59,8,5.49,GT,1683839423
413,punta arenas,-53.15,-70.9167,7.06,81,75,4.12,CL,1683839423
414,remire-montjoly,4.9167,-52.2667,25.02,88,75,1.03,GF,1683839424
415,kendari,-3.945,122.4989,23.77,95,15,1.62,ID,1683839424
416,warrenton,-28.114,24.8475,16.38,30,55,2.76,ZA,1683839424
417,padang,-0.9492,100.3543,26.17,86,69,1.9,ID,1683839424
418,shimoda,34.6667,138.95,15.06,81,78,4.89,JP,1683839425
419,chinde,26.8418,88.0763,17.14,24,0,3.24,NP,1683839425
420,ponoka,52.6768,-113.5815,18.27,48,75,3.24,CA,1683839425
421,tommot,58.9564,126.2925,-0.81,97,100,3.26,RU,1683839425
422,lakatoro,-16.0999,167.4164,27.24,70,48,9.35,VU,1683839425
423,muromtsevo,56.3724,75.2418,4.96,78,96,3.6,RU,1683839426
424,hasaki,35.7333,140.8333,14.01,51,25,4.1,JP,1683839426
425,choyr,46.3611,108.3611,5.35,58,57,5.46,MN,1683839426
426,san antonio de pale,-1.4014,5.6325,28.29,80,100,4.55,GQ,1683839226
427,cockburn town,21.4612,-71.1419,27.02,74,35,5.23,TC,1683839307
428,benton,36.3334,-94.3335,26.39,69,40,5.14,US,1683839427
429,kostroma,57.7708,40.9344,9.27,80,74,2.38,RU,1683839427
430,caleta de carquin,-11.0925,-77.6267,23.18,76,96,5.23,PE,1683839428
431,del rio,29.3627,-100.8968,36.06,33,0,2.24,US,1683839428
432,molde,62.7375,7.1591,11.5,93,75,3.09,NO,1683839283
433,seven pagodas,12.6264,80.1722,30.03,80,100,2.41,IN,1683839428
434,roma,43.2128,-75.4557,24.08,37,20,5.14,US,1683839377
435,holualoa,19.6228,-155.9522,25.91,82,40,6.17,US,1683839429
436,at taj,24.2049,23.2857,22.32,34,2,4.22,LY,1683839429
437,souillac,-20.5167,57.5167,24.31,82,50,5.94,MU,1683839429
438,chimore,-16.9833,-65.1333,26.05,69,100,0.49,BO,1683839429
439,mermoz boabab,14.7065,-17.4758,23.31,88,8,8.37,SN,1683839374
440,nabire,-3.3667,135.4833,24.29,94,100,1.21,ID,1683839429
441,happy valley-goose bay,53.3168,-60.3315,9.5,29,51,3.1,CA,1683839314
442,nema,57.5067,50.5011,7.05,76,0,2.35,RU,1683839430
443,jiwani,25.05,61.7417,29.28,67,0,3.62,PK,1683839430
444,ust'-kulom,61.6864,53.6902,3.45,74,62,2.27,RU,1683839430
445,haugesund,59.4138,5.268,8.01,100,100,2.57,NO,1683839269
446,keelung,25.1283,121.7419,22.83,83,100,2.63,TW,1683839431
447,antofagasta,-23.65,-70.4,17.6,72,2,2.28,CL,1683839164
448,sroda slaska,51.1641,16.5951,13.79,60,61,4.35,PL,1683839431
449,karpinsk,59.7654,60.0085,1.77,66,84,1.83,RU,1683839431
450,primorsk,46.7348,36.3443,9.18,68,6,4.03,UA,1683839432
451,grand falls-windsor,48.9332,-55.6649,11.95,34,66,2.24,CA,1683839241
452,gizo,-8.103,156.8419,28.43,76,36,2.97,SB,1683839194
453,farsala,39.2947,22.3847,13.52,91,100,0.49,GR,1683839432
454,nemuro,43.3236,145.575,3.74,79,4,4.14,JP,1683839432
455,port isabel,26.0734,-97.2086,32.02,72,75,7.72,US,1683839432
456,vila franca do campo,37.7167,-25.4333,17.23,92,83,1.34,PT,1683839433
457,st austell,50.3383,-4.7658,11.31,93,75,3.09,GB,1683839433
458,aberdeen,57.1437,-2.0981,9.25,98,100,3.09,GB,1683839192
459,ottawa,45.4112,-75.6981,25.85,40,35,3.64,CA,1683839342
460,bubaque,11.2833,-15.8333,26.63,72,82,8.98,GW,1683839433
461,la'ie,21.6477,-157.9253,26.98,74,25,2.68,US,1683839433
462,champerico,14.3,-91.9167,36.3,63,2,5.38,GT,1683839161
463,penn wynne,39.9862,-75.2755,27.47,32,75,4.12,US,1683839434
464,skovorodino,53.9833,123.9167,10.14,55,100,1.62,RU,1683839434
465,funaishikawa,36.4667,140.5667,11.97,53,14,2.66,JP,1683839434
466,las tablas,7.7667,-80.2833,30.37,65,91,3.7,PA,1683839434
467,valparaiso,-33.0393,-71.6273,28.8,38,0,8.23,CL,1683839289
468,malvan,16.0667,73.4667,28.48,79,85,2.24,IN,1683839174
469,sihanoukville,10.6093,103.5296,26.97,94,40,1.03,KH,1683839263
470,zheleznogorsk-ilimskiy,56.5768,104.1217,1.29,60,100,2.04,RU,1683839435
471,retreat,38.8245,-85.8533,30.22,61,86,3.63,US,1683839435
472,masterton,-40.9597,175.6575,6.6,75,15,1.03,NZ,1683839436
473,nouadhibou,20.931,-17.0347,17.99,94,75,7.72,MR,1683839436
474,shortandy,51.7006,70.9994,10.16,65,34,4.49,KZ,1683839436
475,tumaco,1.7986,-78.8156,28.43,76,99,2.34,CO,1683839436
476,santana,-0.0583,-51.1817,25.1,100,75,1.03,BR,1683839436
477,port shepstone,-30.7414,30.455,21.2,78,77,4.76,ZA,1683839436
478,galesong,-5.3166,119.3661,25.01,85,9,2.44,ID,1683839437
479,luganville,-15.5333,167.1667,26.49,76,67,7.37,VU,1683839437
480,santa ana,33.7456,-117.8678,24.25,57,75,3.6,US,1683839355
481,lihue,21.9789,-159.3672,26.58,72,75,5.14,US,1683839166
482,east ballina,-28.8667,153.5833,14.45,99,73,2.57,AU,1683839437
483,sarakhs,36.5449,61.1577,23.02,40,7,3.02,IR,1683839437
484,sanctuary point,-35.1114,150.629,11.85,77,0,3.05,AU,1683839437
485,pisco,-13.7,-76.2167,22.03,73,100,5.14,PE,1683839438
486,ancud,-41.8697,-73.8203,13.13,90,100,4.18,CL,1683839438
487,mersa matruh,31.3525,27.2453,18.08,87,6,6.34,EG,1683839438
488,barah,13.7,30.3667,30.98,14,57,3.09,SD,1683839438
489,bogatyye saby,56.0102,50.4483,8.51,74,93,3.32,RU,1683839439
490,siniscola,40.5719,9.6922,15.75,73,2,4.07,IT,1683839439
491,bandon,51.7469,-8.7425,12.77,84,11,7.93,IE,1683839439
492,chapada dos guimaraes,-15.4606,-55.7497,22.81,62,92,0.48,BR,1683839439
493,sinop,41.7711,34.8709,6.5,93,86,2.23,TR,1683839439
494,lijiang,26.8688,100.2207,7.99,71,1,2.3,CN,1683839439
495,as samawah,31.332,45.2944,31.35,13,0,4.14,IQ,1683839440
496,sao vicente,-23.9631,-46.3919,23.88,26,72,0.89,BR,1683839440
497,ashland,40.8167,-82.2665,26.3,49,52,1.53,US,1683839330
498,mikuni,36.2171,136.1519,9.91,64,0,1.87,JP,1683839294
499,anaconda,46.1285,-112.9423,9.55,48,78,2.2,US,1683839440
500,sievi,63.9,24.5,9.69,60,8,3.61,FI,1683839440
501,filadelfia,39.9523,-75.1638,27.83,30,75,4.63,US,1683839179
502,twin falls,42.3505,-114.6445,18.19,27,0,5.66,US,1683839441
503,skelleftea,64.7507,20.9528,12.22,68,0,1.54,SE,1683839441
504,oranjemund,-28.55,16.4333,14.05,88,100,9.18,NA,1683839441
505,seabra,-12.4186,-41.7703,24.11,54,100,0.64,BR,1683839441
506,cidreira,-30.1811,-50.2056,16.25,79,81,5.3,BR,1683839441
507,huambo,-12.7761,15.7392,14.04,51,0,0.64,AO,1683839443
508,suratgarh,29.3167,73.9,32.44,12,10,2.31,IN,1683839443
509,puerto deseado,-47.7503,-65.8938,13.36,61,11,3.83,AR,1683839444
510,zhoushan,30.0108,122.2047,17.08,68,100,0.82,CN,1683839444
511,mount gambier,-37.8333,140.7667,11.09,93,84,0.87,AU,1683839445
512,ishigaki,24.3448,124.1572,23.47,64,52,4.51,JP,1683839445
513,pariaman,-0.619,100.12,25.86,86,57,1.63,ID,1683839445
514,isiro,2.7739,27.616,19.56,99,69,1.06,CD,1683839445
515,redding,40.5865,-122.3917,27.73,38,0,1.34,US,1683839412
516,santa terezinha,-29.9002,-50.0904,16.49,75,72,5.81,BR,1683839446
517,varzea alegre,-5.35,-40.3833,27.88,56,76,2.33,BR,1683839446
518,kill devil hills,36.0307,-75.676,24.0,54,0,5.66,US,1683839446
519,duyun,26.2667,107.5167,13.68,98,86,1.38,CN,1683839151
520,muleba,-1.8397,31.6544,19.71,83,33,2.13,TZ,1683839446
521,tangail,24.25,89.9167,28.86,62,16,3.2,BD,1683839447
522,al kharj,24.155,47.3346,31.98,13,3,4.06,SA,1683839447
523,basco,20.4487,121.9702,25.42,74,82,7.09,PH,1683839447
524,guichon,-32.35,-57.2,12.99,59,13,1.82,UY,1683839366
525,verkhneural'sk,53.8769,59.2106,7.63,49,92,1.05,RU,1683839447
526,mil'kovo,55.6078,37.7956,13.22,80,82,1.77,RU,1683839312
527,livani,56.3543,26.1758,9.86,68,58,1.69,LV,1683839447
528,al bayda',32.7627,21.7551,13.66,82,2,1.75,LY,1683839448
529,qamdo,31.1667,97.2333,-3.93,78,96,1.86,CN,1683839448
530,tsiombe,-25.3,45.4833,22.6,85,100,1.87,MG,1683839189
531,dilling,12.05,29.65,31.61,32,26,3.39,SD,1683839448
532,qalat,32.1058,66.9083,21.65,26,23,3.75,AF,1683839448
533,akureyri,65.6835,-18.0878,11.55,76,100,7.16,IS,1683839449
534,ruidoso,33.3317,-105.673,21.09,16,0,3.6,US,1683839449
535,harpswell center,43.8018,-69.9842,26.05,48,86,1.34,US,1683839449
536,roccella ionica,38.322,16.4009,15.16,81,11,4.14,IT,1683839449
537,didim,37.3756,27.2678,17.78,72,100,3.68,TR,1683839369
538,miyaly,48.8844,53.7836,15.11,90,100,3.27,KZ,1683839449
539,argo,37.6333,22.7333,14.32,92,100,2.21,GR,1683839450
540,camocim,-2.9022,-40.8411,26.54,86,77,4.1,BR,1683839450
541,codrington,-38.2667,141.9667,11.79,93,100,2.04,AU,1683839450
542,sesimbra,38.4445,-9.1015,17.08,70,0,9.8,PT,1683839450
543,carutapera,-1.195,-46.02,25.63,88,81,2.15,BR,1683839450
544,nadvoitsy,63.8667,34.3167,8.1,80,4,1.9,RU,1683839451
545,chernyshevskiy,63.0128,112.4714,-4.31,90,34,2.42,RU,1683839169
546,baruun-urt,46.6806,113.2792,7.53,44,90,7.66,MN,1683839451
547,yaren,-0.5472,166.916,28.73,75,96,5.88,NR,1683839451
548,rock springs,41.5875,-109.2029,16.8,38,75,4.12,US,1683839451
549,manado,1.487,124.8455,26.43,89,40,1.03,ID,1683839451
550,lindale,32.5157,-95.4094,29.87,83,100,5.71,US,1683839452
551,tabou,4.423,-7.3528,26.98,87,25,3.83,CI,1683839452
552,vil'ne,47.6365,34.8139,9.23,69,12,3.4,UA,1683839452
553,carbonear,47.7332,-53.2148,10.64,56,6,7.46,CA,1683839452
554,jalai nur,49.45,117.7,10.78,69,100,4.37,CN,1683839452
555,sitangkai,4.6628,119.3928,28.7,74,12,1.95,PH,1683839452
556,ankang,32.68,109.0172,15.1,77,100,0.06,CN,1683839452
557,filey,54.21,-0.2892,10.58,92,10,1.34,GB,1683839453
558,indre arna,60.4247,5.4764,12.16,93,96,1.0,NO,1683839453
559,ulan bator,47.9077,106.8832,-0.93,80,0,1.0,MN,1683839208
560,ola,59.5833,151.2833,1.06,87,97,1.17,RU,1683839453
561,barcelos,41.5388,-8.6151,17.14,64,0,4.64,PT,1683839453
562,machiques,10.0644,-72.545,34.27,48,86,1.62,VE,1683839453
563,cannonvale,-20.2833,148.7,21.66,81,19,7.29,AU,1683839454
564,santyoku,37.4406,129.1708,14.88,73,100,2.08,KR,1683839454
565,talara,-4.5772,-81.2719,29.42,65,0,7.72,PE,1683839454
566,lycksele,64.5954,18.6735,11.93,50,100,1.54,SE,1683839454
567,seosan,36.7817,126.4522,12.45,62,100,1.53,KR,1683839454
568,paratinga,-12.6906,-43.1842,29.39,38,81,0.55,BR,1683839454
569,halifax,44.6453,-63.5724,15.94,70,40,4.12,CA,1683838838
570,arkalyk,50.2486,66.9114,14.65,53,32,7.71,KZ,1683839432
571,launceston,-41.45,147.1667,9.8,90,100,2.57,AU,1683839178
572,vydrino,51.485,104.8461,0.61,76,9,3.08,RU,1683839455
573,slave lake,55.2834,-114.769,17.55,48,79,2.12,CA,1683839455
574,ciudad lazaro cardenas,17.9583,-102.2,30.16,62,75,5.2,MX,1683839347
575,tlacotepec,20.0667,-97.8667,28.69,47,41,3.53,MX,1683839455
576,mora,11.0461,14.1401,33.88,14,2,2.14,CM,1683839455
577,kyzyl-suu,42.3414,78.0056,11.15,32,70,3.98,KG,1683839455
578,bandundu,-3.3167,17.3667,25.79,74,83,1.11,CD,1683839456
579,zaozersk,69.4005,32.4476,2.2,100,100,2.09,RU,1683839456
580,ixtapa,20.7,-105.2,28.57,70,0,7.2,MX,1683839456
581,kitimat,54.0524,-128.6534,18.28,55,95,1.39,CA,1683839456
582,jinchang,38.4953,102.1739,13.4,23,2,5.25,CN,1683839456
583,kerema,-7.9631,145.7785,25.86,86,99,1.29,PG,1683839456
